Pressure,Temperature,Salinity,Oxygen,Transmissometer,Biospherical PAR,Fluorometer,Wetlabs OBS
1470,3.026,34.501,173.3,99.99,0,0.078950345,0
1471,3.024,34.501,173.74,99.99,0,0.078470387,0
1472,3.021,34.502,173.69,99.99,0,0.078477721,0
1473,3.014,34.502,173.46,99.99,0,0.087201102,0
1474,3.012,34.503,173.04,99.99,0,0.087097004,0
1475,3.011,34.503,173.53,99.99,0,0.086958649,0
1476,3.011,34.504,173.61,99.99,0,0.07912382,0
1477,3.009,34.504,173.65,99.99,0,0.075197277,0
1478,3.008,34.505,173.36,99.99,0,0.085059862,0
1479,3.006,34.505,172.79,99.99,0,0.08727825,0
1480,3.005,34.506,173.13,99.99,0,0.073220683,0
1481,3.003,34.506,173.17,99.99,0,0.091930445,0
1482,3.001,34.506,172.99,99.99,0,0.078440422,0
1483,3,34.507,173.32,NaN,0,0.082228578,0
1484,3.001,34.507,173.29,NaN,0,0.086367246,0
1485,3.001,34.507,173.01,NaN,0,0.084506163,0
1486,3.001,34.507,172.84,NaN,0,0.082567071,0
1487,3.001,34.508,172.85,NaN,0,0.087165447,0
1488,3,34.508,173.05,NaN,0,0.079172876,0
1489,2.999,34.509,172.81,NaN,0,0.084224068,0
1490,2.993,34.51,172.48,NaN,0,0.082028432,0
1491,2.985,34.51,172.86,NaN,0,0.083775793,0
1492,2.981,34.51,171.91,NaN,0,0.078497984,0
1493,2.977,34.51,172.02,NaN,0,0.082031862,0
1494,2.969,34.51,172.67,NaN,0,0.075032342,0
1495,2.972,34.511,172.8,NaN,0,0.077314207,0
1496,2.971,34.511,173.18,NaN,0,0.078199998,0
1497,2.968,34.512,173.2,NaN,0,0.078199997,0
1498,2.967,34.512,172.76,NaN,0,0.081126884,0
1499,2.967,34.512,172.63,NaN,0,0.081985192,0
1499.7,2.969,34.512,172.97,NaN,0,0.085652096,0
